Competition Title,Competition Date,Full Name,Nation,Start Number,Rank,Gender,Qualification,Semifinal,Final
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Kipras Baltrunas,LTU,94,29,M,1.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,William Bosi,GBR,22,29,M,3.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Martin Stranik,CZE,15,29,M,3.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Gholamali Baratzadeh,IRN,75,32,M,1.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Alfons Dornauer,AUT,70,33,M,1.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Sean Mccoll,CAN,9,33,M,3.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Florian Klingler,AUT,17,35,M,3.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Simon Lorenzi,BEL,47,35,M,3.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,William Ridal,GBR,68,35,M,1.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Dominik Haertl,AUT,88,38,M,1.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Stefano Ghisolfi,ITA,19,39,M,3.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Carlos Granja,ECU,84,39,M,1.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Rudolph Ruana,USA,53,41,M,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Sergii Topishko,UKR,65,41,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Michael Piccolruaz,ITA,66,43,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Fedir Samoilov,UKR,34,43,M,2.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Benjamin Blaser,CHE,85,45,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Thilo Jeldrik Schroter,NOR,13,45,M,2.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Lukas Franckaert,BEL,48,47,M,1.5,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Dmitrii Sharafutdinov,RUS,73,47,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Joe Goodacre,USA,55,49,M,1.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Sergei Luzhetskii,RUS,107,49,M,1.1,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Rolf Fredrik Serlachius,SWE,38,51,M,1.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Zan Sudar Lovenjak,SLO,90,51,M,0.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Jan-Luca Posch,AUT,103,53,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Fatchur Roji,IND,52,53,M,1.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Yuval Shemla,ISR,100,53,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Sergei Skorodumov,RUS,92,53,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Jeremy Bonder,FRA,43,57,M,1.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Nimrod Marcus,ISR,18,58,M,1.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Francesco Vettorata,ITA,40,58,M,1.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Keita Dohi,JPN,67,60,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Nicolas Collin,BEL,16,61,M,1.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Kevin Heiniger,CHE,77,61,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Kim Marschner,DUE,72,61,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Nils Favre,CHE,23,64,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Ludovico Fossali,ITA,87,65,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Philipp Martin,DUE,41,65,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,James Pope,GBR,82,65,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Domen Skofic,SLO,109,65,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Cheuk-hei Ho,HKG,36,69,M,1.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Josh Levin,USA,51,70,M,0.4,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Marcello Bombardi,ITA,74,71,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Cesar Grosso,BRA,29,71,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Yury Novitskiy,RUS,101,71,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,John Brosler,USA,46,74,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Konstantin Mitin,RUS,39,74,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Georg Parma,AUT,97,76,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Sam Avezou,FRA,27,77,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Theis Lindegren Elfenbein,DNK,106,77,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Aliaksandr Kliuzhau,BLR,78,77,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Nikita Logunov,BLR,98,77,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Nikolai Michurov,RUS,33,81,M,0.3,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Lasa Temi,IND,37,82,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Cheung-chi Shoji Chan,HKG,35,83,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Rishat Khaibullin,KAZ,24,83,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Danny Valencia,ECU,30,83,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Ka-chun Yau,HKG,99,83,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Evgenii Zazulin,RUS,28,83,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Chi-fung Au,HKG,81,88,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Max Ayrton,GBR,105,88,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Mark Chan Chong Kiat,SGP,89,88,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Christopher Cosser,ZAF,102,88,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Tomas Duchon,CZE,104,88,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Aspar Jaelolo,IND,93,88,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Roman Kucera,CZE,91,88,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Ram Levin,ISR,95,88,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Amir Maimuratov,KAZ,96,88,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Alfian Muhammad,IND,108,88,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Dzmitry Nikanorau,BLR,86,88,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Amir Nouri,IRN,83,88,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Mohammadamin Yazdizad,IRN,110,88,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Hannes Puman,SWE,45,101,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Maksim Nikifaravets,BLR,42,102,M,0.2,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Dmitrii Fakiryanov,RUS,25,103,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Ode Rifaldi Ridjaya,IND,49,103,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Stepan Stranik,CZE,26,103,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Davoud Rekabi,IRN,32,106,M,0.1,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Singh Adarsh,IND,50,107,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Marcin Dzienski,POL,54,107,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Aliaksandr Ivanou,BLR,44,107,M,0,,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",4/12/2019,Loic Timmermans,BEL,31,107,M,0,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Janja Garnbret,SLO,190,1,F,5.5,4.4,3.4
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Akiyo Noguchi,JPN,140,2,F,3.5,4.4,3.4
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Shauna Coxsey,GBR,143,3,F,2.4,3.4,2.3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Fanny Gibert,FRA,191,4,F,4.5,3.4,1.2
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Petra Klingler,CHE,193,5,F,2.5,3.4,1.1
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Oceania Mackenzie,AUS,205,6,F,2.4,3.3,1.1
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Alex Johnson,USA,215,7,F,2.4,2.4,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Kyra Condie,USA,146,8,F,4.5,2.4,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Futaba Ito,JPN,144,9,F,3.4,2.4,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Afra Honig,DUE,158,10,F,3.4,2.3,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Sandra Lettner,AUT,148,11,F,3.5,2.3,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Katja Kadic,SLO,141,12,F,2.5,2.3,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Ievgeniia Kazbekova,UKR,151,13,F,2.3,2.2,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Berit Schwaiger,AUT,145,14,F,2.3,2.2,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Alannah Yip,CAN,196,15,F,3.5,1.4,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Lucka Rakovec,SLO,171,16,F,2.3,1.3,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Julia Chanourdie,FRA,211,17,F,4.5,0.3,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Sol Sa,KOR,192,17,F,3.4,0.3,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Julia Pinggera,AUT,200,19,F,3.4,0.3,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Emily Phillips,GBR,206,20,F,4.4,0.3,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Jessica Pilz,AUT,142,21,F,1.4,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Hannah Slaney,GBR,202,21,F,2.4,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Camilla Moroni,ITA,219,23,F,2.4,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Mattea Potzi,AUT,169,23,F,1.4,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Anna Borella,ITA,236,25,F,2.4,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Nanako Kura,JPN,149,25,F,1.4,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Ai Mori,JPN,232,27,F,2.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,YueTong Zhang,CHN,165,27,F,1.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Mia Krampl,SLO,150,29,F,1.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Brooke Raboutou,USA,204,29,F,2.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Sofya Yokoyama,CHE,218,31,F,2.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Anna Zaikina,RUS,189,31,F,1.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Vita Lukan,SLO,184,33,F,1.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Viktoriia Meshkova,RUS,234,33,F,2.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Natsumi Hirano,JPN,228,35,F,2.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Jain Kim,KOR,155,35,F,1.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Flora Froese,AUS,166,37,F,1.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Margo Hayes,USA,201,37,F,2.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Julijana Kruder,SLO,160,39,F,1.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Urska Repusic,SLO,199,39,F,2.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Chloe Caulier,BEL,195,41,F,1.4,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Vera Zijlstra,NLD,156,41,F,1.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Naile Meignan,FRA,229,43,F,1.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Aida Torres Illamola,ESP,188,43,F,1.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Manon Hily,FRA,154,45,F,1.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Andrea Kumin,CHE,208,45,F,1.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Valiantsina Chamiakina,BLR,180,47,F,0.4,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Heloise Doumont,BEL,216,47,F,1.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Alma Bestvater,DUE,194,49,F,1.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Franziska Sterrer,AUT,147,49,F,0.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Anouck Jaubert,FRA,168,51,F,0.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Mao Nakamura,JPN,197,51,F,1.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Miriam Fogu,ITA,183,53,F,0.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Michelle Hulliger,CHE,235,53,F,0.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Elisa Van Der Wel,DUE,230,53,F,0.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Jennifer Wood,GBR,159,53,F,0.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Maelys Agrapart,FRA,161,57,F,0.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Hannah Meul,DUE,203,57,F,0.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Lucie Delcoigne,BEL,178,59,F,0.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Laura Rogora,ITA,233,59,F,0.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Eliska Adamovska,CZE,239,61,F,0.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Margaryta Zakharova,UKR,174,61,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Andrea Rojas,ECU,163,63,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Kajsa Rosen,SWE,238,63,F,0.3,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Valentina Aguado,ARG,210,65,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Anne-Sophie Koller,CHE,153,65,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Vanda Michalkova,SVK,226,65,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Katrine Vandet Salling,DNK,209,65,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,ZhuoYing Chen,CHN,176,69,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Ashima Shiraishi,USA,157,70,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Elena Krasovskaya,RUS,207,71,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Iuliia Panteleeva,RUS,198,71,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Annika Pidde,DUE,212,71,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Nika Potapova,UKR,162,71,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Hannah Hermann,CHE,164,75,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Hung Ying Lee,CHN,152,75,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Yael Taub,ISR,182,75,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Natalie Bartschi,CHE,225,78,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Linda Sjodin,SWE,221,78,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Tiba Vroom,NLD,227,78,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Marie Colot,BEL,167,81,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Heeyeon Park,KOR,179,82,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Sanja-Riia Collin,FIN,187,83,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Zoe Egli,CHE,220,83,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Olga Fedyuk,PRT,172,83,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Yuliya Keremedchieva,BGR,185,83,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Aliaksandra Misiukevich,BLR,173,83,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Nikki Van Bergen,NLD,170,83,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Rut Monsech Gasca,ESP,237,89,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Nora Kiraly,HUN,223,90,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Giulia Medici,ITA,224,91,F,0.2,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Julia Meijer,NLD,213,92,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Rong Jiang,CHN,214,93,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Iqamah Nurul,IND,186,93,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Choirul Umi Cahyaning Ayub,IND,217,93,F,0.1,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Beatriz Coimbra,PRT,177,96,F,0,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Anastasiia Evgeneva,RUS,181,96,F,0,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Salsabila Salsabila,IND,175,96,F,0,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Lisa Hardiquest,BEL,222,99,F,0,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Aries Susanti Rahayu,IND,231,99,F,0,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Adam Ondra,CZE,36,1,M,5.5,4.4,4.4
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Tomoa Narasaki,JPN,78,2,M,5.5,3.4,3.3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Rei Sugimoto,JPN,79,3,M,5.5,3.4,2.3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Kokoro Fujii,JPN,81,4,M,5.5,2.4,1.3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Jongwon Chon,KOR,80,5,M,5.5,2.4,1.3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Tomoaki Takata,JPN,25,6,M,5.5,2.4,1.1
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Aleksey Rubtsov,RUS,23,7,M,5.5,2.4,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Yoshiyuki Ogata,JPN,26,8,M,5.5,2.4,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Taisei Ishimatsu,JPN,28,9,M,5.5,2.4,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Keita Dohi,JPN,37,10,M,5.5,2.4,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Jernej Kruder,SLO,21,11,M,5.5,2.3,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Tim Reuser,NLD,131,12,M,5.5,2.2,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,YuFei Pan,CHN,99,13,M,5.5,2.2,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Alex Khazanov,ISR,84,14,M,5.5,1.4,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Anze Peharc,SLO,88,15,M,5.5,1.3,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Alexander Megos,DUE,39,16,M,5.5,1.2,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Nathaniel Coleman,USA,33,17,M,5.5,1.2,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Stefano Ghisolfi,ITA,127,18,M,4.5,1.2,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Nathan Phillips,GBR,87,19,M,5.5,0.3,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Gregor Vezonik,SLO,22,20,M,5.5,0.3,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Kai Harada,JPN,82,21,M,4.5,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Jan Hojer,DUE,83,21,M,4.5,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Rei Kawamata,JPN,52,21,M,4.5,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Sean Mccoll,CAN,29,24,M,4.5,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Marcello Bombardi,ITA,40,25,M,4.5,,
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,4/5/2019,Florian Klingler,AUT,93,25,M,4.5,,
